Ticker,Company Name,Implied EV,Revenue,Gross Profit,EBITDA,Valuation/Revenue,EBITDA Margin %,Target,Rev_Growth,Gross_Margin,Rule_of_40,Log_EV,Buyout_Prob,Analyst_Upside,Upside_Rank,Conviction_Score
G,G,8481397051.141766,5009342000.0,1794490000.0,891498000.0,1.5557197035342696,0.1779670862959646,0,0.0508067836914343,0.358228685523967,22.87738699873989,22.861141019895804,0.1034649546800302,0.11061946902654866,0.23333333333333334,0.13593204934335598
LTRX,LTRX,113285351.3350668,122923000.0,51699000.0,-5066000.0,0.9129646309890485,-0.0412127917476794,0,-0.2332981968102689,0.4205803633168731,-27.45109885579484,18.545420435514075,0.0210405276345736,0.31227758007117434,0.4740740740740741,0.13429891424444873
RPD,RPD,1891793227.5894928,858667000.0,604877000.0,82827000.0,1.224713687133071,0.0964599780823066,0,0.0173695241864106,0.7044372265383437,11.382950226871728,21.36079101438896,0.0407786725638636,0.26811394769613955,0.4111111111111111,0.13336178220067546
BMBL,BMBL,716091544.9248374,1003141000.0,708278000.0,-173322000.0,0.4225712486328815,-0.1727793002180152,0,-0.0639224069956132,0.7060602647085504,-23.670170721362844,20.389318574188778,0.0242596912335831,0.2993909574468087,0.45185185185185184,0.1311577313881503
LYFT,LYFT,8885153346.871754,6273827000.0,2673419000.0,309203000.0,1.4213910180933829,0.0492845913666411,0,0.0843086158074917,0.4261225245771042,13.359320717413285,22.907647557590558,0.1095167736610672,0.0776981639050606,0.1925925925925926,0.13028572839394853
TAC,TAC,8357800000.0,2484000000.0,1509000000.0,696000000.0,1.6722222222222225,0.2801932367149758,0,-0.1268892794376098,0.607487922705314,15.330395727736596,22.84646107163582,0.0650402696143727,0.17723657142857135,0.3,0.12378020221077952
TDOC,TDOC,1652195776.8854022,2528199000.0,1764726000.0,140410000.0,0.5285876534582136,0.0555375585545283,0,-0.0161018908192563,0.6980170469175884,3.943566773527191,21.22537101463935,0.0418661958128915,0.2230438247011951,0.36666666666666664,0.12306631352633529
MTCH,MTCH,10931106708.220163,3469367000.0,2507064000.0,929035000.0,2.2883254231161376,0.2677822784386892,0,-0.0028758054971398,0.722628652431409,26.490647294154936,23.11487838828348,0.0845177602320744,0.10959827534939033,0.2222222222222222,0.11894387572961135
APPN,APPN,1865117335.4085617,690755000.0,526938000.0,28308000.0,2.4375680746553576,0.0409812451592822,0,0.1194981702435244,0.7628435552402806,16.047941540280668,21.346589803027506,0.0968930495415623,0.05583756345177673,0.17777777777777778,0.11711423160061618
SATL,SATL,268054069.3264873,14684000.0,9845000.0,-73059000.0,13.69273149867116,-4.975415418142196,0,0.140947940947941,0.670457640969763,-483.4467477194255,19.40669927307492,0.1250770340222439,0.0,0.09074074074074075,0.11649296070186811
HFUS,HFUS,79141453.0,2421152.0,2311330.0,1697767.0,31.010449571113256,0.701222806333514,0,0.7294622288732773,0.9546406008379482,143.06850352067912,18.1867473662572,0.123906343730691,0.0,0.09074074074074075,0.11561494298320343
PRLB,PRLB,1109899176.3261795,518384000.0,228722000.0,57068000.0,2.337800117916794,0.1100882743294546,0,0.0349258320190062,0.4412211796660391,14.501410634846083,20.82753501690757,0.0796461052686854,0.10720339976553349,0.21481481481481482,0.11343828265521776
ZD,ZD,1778423618.507965,1457379000.0,1260622000.0,391690000.0,0.9715074929088212,0.2687633072797124,0,0.0397313810205979,0.8649925654205255,30.84946883003104,21.29899320185083,0.03506682251366,0.21173465401785704,0.34814814814814815,0.11333715392228204
DNA,DNA,749002602.0561695,180606000.0,131313000.0,-331991000.0,2.420725790151875,-1.838205818189872,0,-0.2045295384574728,0.7270688681439155,-204.27353566473448,20.43425301685085,0.0453447091292713,0.18387014428412876,0.3148148148148148,0.11271223555065718
ELSE,ELSE,5463412.943730354,9787000.0,4960000.0,407000.0,1.6383378914611582,0.0415857770511903,0,0.0441694228101994,0.5067947277000102,8.575519986138971,15.513584416744214,0.1126175099791219,0.0,0.09074074074074075,0.10714831766952661
SKIN,SKIN,362312868.06587374,301917000.0,195672000.0,29125000.0,0.671475498451143,0.0964669097798401,0,-0.0968518729022955,0.6480986496288715,-0.038496312245547,19.708018675703343,0.0211390433678487,0.21593081761006283,0.35185185185185186,0.10381724548884949
CSGS,CSGS,2615948051.117996,1216848000.0,600479000.0,210965000.0,1.8145504213492527,0.1733700511485411,0,0.016370877211739,0.4934708361274374,18.97409283602801,21.684892412591136,0.0738184274646255,0.04236631361405323,0.17037037037037037,0.09795641319106171
IBTA,IBTA,368017507.17007446,352243000.0,284933000.0,21544000.0,1.6067643847289357,0.0611623226011588,0,-0.040873618803335,0.8089103261101002,2.028870379782373,19.723641071550592,0.0341417258458051,0.17173612261806134,0.2851851851851852,0.09690259068065013
NTCT,NTCT,1100074595.863279,822679000.0,643944000.0,-294848000.0,1.8403114651805617,-0.3583998132929125,0,-0.0081692195477753,0.7827402911706753,-36.65690328406879,20.818643829781635,0.0437263685005109,0.14259463432561553,0.25555555555555554,0.09668366526427205
YELP,YELP,1649082576.963869,1466918000.0,1327085000.0,250436000.0,1.2630246387077322,0.1707225625426915,0,0.0388466811702585,0.9046756533085012,20.95692437129501,21.223484956870923,0.0451439332862517,0.11184865582475942,0.23703703703703705,0.09311720922394803
AISP,AISP,124394839.1622293,12033886.0,5610398.0,-56037242.0,10.73498844531428,-4.656620646065618,0,-0.4779273406280454,0.4662166485539251,-513.4547986693664,18.63897125961354,0.0870475668279198,0.0,0.09074074074074075,0.08797086030612503
TRIP,TRIP,1823021279.8981955,1891000000.0,1778000000.0,236300000.0,0.943427435165624,0.124960338445267,0,0.0305177111716621,0.9402432575356954,15.547804961692911,21.32376100613388,0.0277939383201969,0.1549803407601573,0.26296296296296295,0.08658619448088842
UAVS,UAVS,37476021.99135208,12637988.0,6378046.0,-15270394.0,4.090337559376705,-1.208293123873832,0,-0.0563579159124354,0.5046725792111846,-126.46510397862674,17.439211899548386,0.0845999541685891,0.0,0.09074074074074075,0.08613515081162701
AWRE,AWRE,45201605.73150635,17429000.0,16039000.0,-6010000.0,2.722451416117181,-0.3448275862068966,0,0.0023003047903846,0.9202478627574732,-34.25272814165119,17.626643191327894,0.0833624940083233,0.0,0.09074074074074075,0.08520705569142766
UPYY,UPYY,12050301.502169669,715269.0,444363.0,-497771.0,16.24094921235181,-0.6959213946081824,0,-0.4870446813271295,0.6212529831434048,-118.29660759353118,16.304600321500335,0.0807120385561663,0.0,0.09074074074074075,0.08321921410230991
CRNC,CRNC,673543041.6545868,251781000.0,183136000.0,11951000.0,2.1464687234326134,0.047465853261366,0,-0.2404888025483855,0.7273622711801129,-19.30229492870196,20.328062460688106,0.0552078227713652,0.03220478943022301,0.15925925925925927,0.08122068189333871
RNG,RNG,3394573557.9109898,2485621000.0,1767721000.0,314242000.0,0.9029806064202828,0.1264239399329181,0,0.0355049898037613,0.7111788160785575,16.192892973667945,21.945443981499466,0.0259685900099701,0.12255574555403556,0.24444444444444444,0.08058755361858869
NRDS,NRDS,517378845.7253895,795000000.0,728200000.0,98000000.0,0.8024891141199868,0.1232704402515723,0,0.1561954624781849,0.9159748427672956,27.94659027297573,20.06428594308722,0.0504078117943656,0.03965723472668805,0.16296296296296298,0.07854659958651494
MSGM,MSGM,10015524.85470438,9424138.0,6835295.0,4828959.0,1.498077686755476,0.5124032564039279,0,0.0847976083233514,0.7252965735433841,59.72008647272794,16.119647032413997,0.0744804919295813,0.0,0.09074074074074075,0.07854555413237116
JAMF,JAMF,1949955250.984233,690590000.0,530511000.0,17136000.0,2.502056576238047,0.0248135652123546,0,0.100719000189672,0.7681996553671498,12.553256540202666,21.39107226155837,0.0908632665980315,-0.015998457979953844,0.037037037037037035,0.07740670920778288
INVU,INVU,43054588.038625896,40967070.0,26483933.0,1125849.0,1.331443133195171,0.0274818042881758,0,-0.2179165995872892,0.6464688101931625,-19.043479529911345,17.577979381034353,0.0675579724036017,0.0,0.09074074074074075,0.07335366448788647
WU,WU,4096096450.874105,4100500000.0,1533600000.0,925800000.0,0.7014989515605669,0.2257773442263138,0,-0.0259400907428082,0.3740031703450798,19.98372534835056,22.1333002722272,0.0339759422071868,0.06353591160220987,0.18518518518518517,0.07177825295168638
BDST,BDST,36750333.0541662,54495000.0,35040000.0,19883000.0,0.2346331416490723,0.3648591613909533,0,-0.0419472231500852,0.6429947701624003,32.291193824086804,17.41965787349109,0.0653559190124909,0.0,0.09074074074074075,0.07170212444455336
RMAX,RMAX,520798937.0,292931000.0,219000000.0,71692000.0,0.5648597690241046,0.2447402289276314,0,-0.0479516388514227,0.747616332856543,19.678859007620865,20.070874609686047,0.0287412071440854,0.09090909090909091,0.1962962962962963,0.07062997943213813
ONTF,ONTF,204014947.9982185,141348000.0,105351000.0,-26202000.0,1.7678987180449566,-0.1853722726886832,0,-0.0454683585335052,0.7453306732320231,-23.08406312221885,19.13370382852672,0.0416156393715448,0.015228426395939063,0.15185185185185185,0.06917469249162156
MODG,MODG,4561819214.784604,4061200000.0,2571100000.0,-985600000.0,0.5528462559796622,-0.2426868905742145,0,-0.0420116528672186,0.6330887422436718,-28.469854344143315,22.24098733174294,0.0389989065065956,0.02375102375102368,0.15555555555555556,0.06813806876883559
EB,EB,137296963.574152,294798000.0,199393000.0,12095000.0,1.2355611760397018,0.0410280938133908,0,-0.0931189781830262,0.6763716171751505,-5.209088436963548,18.7376567625124,0.0884232845098126,-0.35810810810810817,0.003703703703703704,0.06724338930828537
TOGI,TOGI,16672139.046540022,6187000.0,2449000.0,-2259000.0,1.5165894692969164,-0.3651204137708098,0,0.2595684039087949,0.3958299660578632,-10.555200986201488,16.629249623604316,0.0516513803191343,0.0,0.09074074074074075,0.06142372042453591
ATGN,ATGN,10596444.26127243,13661000.0,8419000.0,915000.0,1.023969274670407,0.066978991289071,0,-0.0014618814414151,0.6162799209428299,6.551710984765588,16.17602915012885,0.0512085693439125,0.0,0.09074074074074075,0.061091612193119565
NTWK,NTWK,28361399.50617647,66088229.0,32574532.0,8382395.0,0.5534731231211608,0.1268364295251428,0,0.0764766510941761,0.4928946121403858,20.33130806193189,17.16053964156039,0.0450788716884202,0.0,0.09074074074074075,0.05649433895150034
APCX,APCX,17564932.769043744,787000.0,449000.0,-5199000.0,21.294704916192813,-6.606099110546379,0,1.8514492753623188,0.5705209656925032,-475.464983518406,16.681415073054048,0.0424988098585192,0.0,0.09074074074074075,0.05455929257907459
DBX,DBX,7746222946.6919,2528400000.0,2038900000.0,772400000.0,2.0654259399983785,0.3054896377155513,0,-0.0077701907228632,0.8063993039076096,29.77194469926881,22.770471199924263,0.063743299156646,-0.05644622578490318,0.022222222222222223,0.05336302992304006
BLBX,BLBX,32540580.27896261,2387828.0,940479.0,-3658574.0,12.88859594533719,-1.53217652192704,0,-0.0697786396753185,0.3938637958847957,-160.19551616023583,17.297998523116284,0.0391338187760983,0.0,0.09074074074074075,0.05203554926725891
BODI,BODI,35775219.25,282565000.0,203311000.0,-7388000.0,0.1561949259462424,-0.0261461964503742,0,-0.3252920276220403,0.7195194026153274,-35.14382240724146,17.392766039921728,0.0201467131619918,0.004115555555555543,0.13703703703703704,0.04936929413075311
TDC,TDC,2990959928.894043,1651000000.0,974000000.0,271000000.0,1.7104542270708922,0.1641429436705027,0,-0.0565714285714286,0.5899454875832829,10.75715150990741,21.81886021961182,0.0620941598021339,-0.08250825082508251,0.011111111111111112,0.0493483976293782
VRNT,VRNT,1809710247.8542328,909186000.0,648050000.0,155609000.0,1.7345034435794575,0.1711519975010614,0,-0.0013192191892019,0.7127804431656449,16.983277831185944,21.316432585903463,0.0376890745407538,-0.00048756704046814056,0.044444444444444446,0.039377917016676464
FDCT,FDCT,1839716.1732697152,26080577.0,13759359.0,2233525.0,0.972182600610014,0.0856394013061904,0,-0.032034962658086,0.5275711116360654,5.360443864810437,14.425122407591044,0.0210422787606584,0.0,0.09074074074074075,0.038466894255678986
SKIL,SKIL,737632680.0,530994000.0,396115000.0,66459000.0,0.469884179482254,0.1251596063232352,0,-0.0402051923497525,0.7459877136088167,8.49544139734827,20.418956536437705,0.0187981526968142,0.0,0.09074074074074075,0.036783799707795835
FUSE,FUSE,321879063.5,8811000.0,4835000.0,-14828000.0,34.588816649642496,-1.682896379525593,0,0.184592632428072,0.5487458858245375,-149.8303747097521,19.589686456875363,0.0062339417096865,0.0,0.09074074074074075,0.027360641467450063
ZIP,ZIP,728647799.1500502,448299000.0,400662000.0,4883000.0,0.8525756228545015,0.010892283944421,0,-0.0542235142963833,0.8937383308907672,-4.333123035196239,20.40670104586312,0.0286415316164148,-0.07407407407407414,0.014814814814814815,0.0251848524160148
